gene_ID	protein_ID
gene_4292	1982852
gene_4293	1982853
gene_4294	1982854
gene_4295	1982855
gene_4296	1982856
gene_4297	1982857
gene_4298	1982858
gene_4299	1982859
gene_4300	1982860
gene_4301	1982861
gene_4302	1982862
gene_4303	1982863
gene_4304	1982864
gene_4305	1982865
gene_4306	1982866
gene_4307	1982867
gene_4308	1982868
gene_4309	1982869
gene_4310	1982870
gene_4311	1982871
gene_4312	1982872
gene_4313	1982873
gene_4314	1982874
gene_4315	1982875
gene_4316	1982876
gene_4317	1982877
gene_4318	1982878
gene_4319	1982879
gene_4320	1982880
gene_4321	1982881
gene_4322	1982882
gene_4323	1982883
gene_4324	1982884
gene_4325	1982885
gene_4326	1982886
gene_4327	1982887
gene_4328	1982888
gene_4329	1982889
gene_4330	1982890
gene_4331	1982891
gene_4332	1982892
gene_4333	1982893
gene_4334	1982894
gene_4335	1982895
gene_4336	1982896
gene_4337	1982897
gene_4338	1982898
gene_4339	1982899
gene_4340	1982900
gene_4341	1982901
gene_4342	1982902
gene_4343	1982903
gene_4344	1982904
gene_4345	1982905
gene_4346	1982906
gene_4347	1982907
gene_4348	1982908
gene_4349	1982909
gene_4350	1982910
gene_4351	1982911
gene_4352	1982912
gene_4353	1982913
gene_4354	1982914
gene_4355	1982915
gene_4356	1982916
gene_4357	1982917
gene_4358	1982918
gene_4359	1982919
gene_4360	1982920
gene_4361	1982921
gene_4362	1982922
gene_4363	1982923
gene_4364	1982924
gene_4365	1982925
gene_4366	1982926
gene_4367	1982927
gene_4368	1982928
gene_4369	1982929
gene_4370	1982930
gene_4371	1982931
gene_4372	1982932
gene_4373	1982933
gene_4374	1982934
gene_4375	1982935
gene_4376	1982936
gene_4377	1982937
gene_4378	1982938
gene_4379	1982939
gene_4380	1982940
gene_4381	1982941
gene_4382	1982942
gene_4383	1982943
gene_4384	1982944
gene_4385	1982945
gene_4386	1982946
gene_4387	1982947
gene_4388	1982948
gene_4389	1982949
gene_4390	1982950
gene_4391	1982951
gene_4392	1982952
gene_4393	1982953
gene_4394	1982954
gene_4395	1982955
gene_4396	1982956
gene_4397	1982957
gene_4398	1982958
gene_4399	1982959
gene_4400	1982960
gene_4401	1982961
gene_4402	1982962
gene_4403	1982963
gene_4404	1982964
gene_4405	1982965
gene_4406	1982966
gene_4407	1982967
gene_4408	1982968
gene_4409	1982969
gene_4410	1982970
gene_4411	1982971
gene_4412	1982972
gene_4413	1982973
gene_4414	1982974
gene_4415	1982975
gene_4416	1982976
gene_4417	1982977
gene_4418	1982978
gene_4419	1982979
gene_4420	1982980
gene_4421	1982981
gene_4422	1982982
gene_4423	1982983
gene_4424	1982984
gene_4425	1982985
gene_4426	1982986
gene_4427	1982987
gene_4428	1982988
gene_4429	1982989
gene_4430	1982990
gene_4431	1982991
gene_4432	1982992
gene_4433	1982993
gene_4434	1982994
gene_4435	1982995
gene_4436	1982996
gene_4437	1982997
gene_4438	1982998
gene_4439	1982999
gene_4440	1983000
gene_4441	1983001
gene_4442	1983002
gene_4443	1983003
gene_4444	1983004
gene_4445	1983005
gene_4446	1983006
gene_4447	1983007
gene_4448	1983008
gene_4449	1983009
gene_4450	1983010
gene_4451	1983011
gene_4452	1983012
gene_4453	1983013
gene_4454	1983014
gene_4455	1983015
gene_4456	1983016
gene_4457	1983017
gene_4458	1983018
gene_4459	1983019
gene_4460	1983020
gene_4461	1983021
gene_4462	1983022
gene_4463	1983023
gene_4464	1983024
gene_4465	1983025
gene_4466	1983026
gene_4467	1983027
gene_4468	1983028
gene_4469	1983029
gene_4470	1983030
gene_4471	1983031
gene_4472	1983032
gene_4473	1983033
gene_4474	1983034
gene_4475	1983035
gene_4476	1983036
gene_4477	1983037
gene_4478	1983038
gene_4479	1983039
gene_4480	1983040
gene_4481	1983041
gene_4482	1983042
gene_4483	1983043
gene_4484	1983044
gene_4485	1983045
gene_4486	1983046
gene_4487	1983047
gene_4488	1983048
gene_4489	1983049
gene_4490	1983050
gene_4491	1983051
gene_4492	1983052
gene_4493	1983053
gene_4494	1983054
gene_4495	1983055
gene_4496	1983056
gene_4497	1983057
gene_4498	1983058
gene_4499	1983059
gene_4500	1983060
gene_4501	1983061
gene_4502	1983062
gene_4503	1983063
gene_4504	1983064
gene_4505	1983065
gene_4506	1983066
gene_4507	1983067
gene_4508	1983068
gene_4509	1983069
gene_4510	1983070
gene_4511	1983071
gene_4512	1983072
gene_4513	1983073
gene_4514	1983074
gene_4515	1983075
gene_4516	1983076
gene_4517	1983077
gene_4518	1983078
gene_4519	1983079
gene_4520	1983080
gene_4521	1983081
gene_4522	1983082
gene_4523	1983083
gene_4524	1983084
gene_4525	1983085
gene_4526	1983086
gene_4527	1983087
gene_4528	1983088
gene_4529	1983089
gene_4530	1983090
gene_4531	1983091
gene_4532	1983092
gene_4533	1983093
gene_4534	1983094
gene_4535	1983095
gene_4536	1983096
gene_4537	1983097
gene_4538	1983098
gene_4539	1983099
gene_4540	1983100
gene_4541	1983101
gene_4542	1983102
gene_4543	1983103
gene_4544	1983104
gene_4545	1983105
gene_4546	1983106
gene_4547	1983107
gene_4548	1983108
gene_4549	1983109
gene_4550	1983110
gene_4551	1983111
gene_4552	1983112
gene_4553	1983113
gene_4554	1983114
gene_4555	1983115
gene_4556	1983116
gene_4557	1983117
gene_4558	1983118
gene_4559	1983119
gene_4560	1983120
gene_4561	1983121
gene_4562	1983122
gene_4563	1983123
gene_4564	1983124
gene_4565	1983125
gene_4566	1983126
gene_4567	1983127
gene_4568	1983128
gene_4569	1983129
gene_4570	1983130
gene_4571	1983131
gene_4572	1983132
gene_4573	1983133
gene_4574	1983134
gene_4575	1983135
gene_4576	1983136
gene_4577	1983137
gene_4578	1983138
gene_4579	1983139
gene_4580	1983140
gene_4581	1983141
gene_4582	1983142
gene_4583	1983143
gene_4584	1983144
gene_4585	1983145
gene_4586	1983146
gene_4587	1983147
gene_4588	1983148
gene_4589	1983149
gene_4590	1983150
gene_4591	1983151
gene_4592	1983152
gene_4593	1983153
gene_4594	1983154
gene_4595	1983155
gene_4596	1983156
gene_4597	1983157
gene_4598	1983158
gene_4599	1983159
gene_4600	1983160
gene_4601	1983161
gene_4602	1983162
gene_4603	1983163
gene_4604	1983164
gene_4605	1983165
gene_4606	1983166
gene_4607	1983167
gene_4608	1983168
gene_4609	1983169
gene_4610	1983170
gene_4611	1983171
gene_4612	1983172
gene_4613	1983173
gene_4614	1983174
gene_4615	1983175
gene_4616	1983176
gene_4617	1983177
gene_4618	1983178
gene_4619	1983179
gene_4620	1983180
gene_4621	1983181
gene_4622	1983182
gene_4623	1983183
gene_4624	1983184
gene_4625	1983185
gene_4626	1983186
gene_4627	1983187
gene_4628	1983188
gene_4629	1983189
gene_4630	1983190
gene_4631	1983191
gene_4632	1983192
gene_4633	1983193
gene_4634	1983194
gene_4635	1983195
gene_4636	1983196
gene_4637	1983197
gene_4638	1983198
gene_4639	1983199
gene_4640	1983200
gene_4641	1983201
gene_4642	1983202
gene_4643	1983203
gene_4644	1983204
gene_4645	1983205
gene_4646	1983206
gene_4647	1983207
gene_4648	1983208
gene_4649	1983209
gene_4650	1983210
gene_4651	1983211
gene_4652	1983212
gene_4653	1983213
gene_4654	1983214
gene_4655	1983215
gene_4656	1983216
gene_4657	1983217
gene_4658	1983218
gene_4659	1983219
gene_4660	1983220
gene_4661	1983221
gene_4662	1983222
gene_4663	1983223
gene_4664	1983224
gene_4665	1983225
gene_4666	1983226
gene_4667	1983227
gene_4668	1983228
gene_4669	1983229
gene_4670	1983230
gene_4671	1983231
gene_4672	1983232
gene_4673	1983233
gene_4674	1983234
gene_4675	1983235
gene_4676	1983236
gene_4677	1983237
gene_4678	1983238
gene_4679	1983239
gene_4680	1983240
gene_4681	1983241
gene_4682	1983242
gene_4683	1983243
gene_4684	1983244
gene_4685	1983245
gene_4686	1983246
gene_4687	1983247
gene_4688	1983248
gene_4689	1983249
gene_4690	1983250
gene_4691	1983251
gene_4692	1983252
gene_4693	1983253
gene_4694	1983254
gene_4695	1983255
gene_4696	1983256
gene_4697	1983257
gene_4698	1983258
gene_4699	1983259
gene_4700	1983260
gene_4701	1983261
gene_4702	1983262
gene_4703	1983263
gene_4704	1983264
gene_4705	1983265
gene_4706	1983266
gene_4707	1983267
gene_4708	1983268
gene_4709	1983269
gene_4710	1983270
gene_4711	1983271
gene_4712	1983272
gene_4713	1983273
gene_4714	1983274
gene_4715	1983275
gene_4716	1983276
gene_4717	1983277
gene_4718	1983278
gene_4719	1983279
gene_4720	1983280
gene_4721	1983281
gene_4722	1983282
gene_4723	1983283
gene_4724	1983284
gene_4725	1983285
gene_4726	1983286
gene_4727	1983287
gene_4728	1983288
gene_4729	1983289
gene_4730	1983290
gene_4731	1983291
gene_4732	1983292
gene_4733	1983293
gene_4734	1983294
gene_4735	1983295
gene_4736	1983296
gene_4737	1983297
gene_4738	1983298
gene_4739	1983299
gene_4740	1983300
gene_4741	1983301
gene_4742	1983302
gene_4743	1983303
gene_4744	1983304
gene_4745	1983305
gene_4746	1983306
gene_4747	1983307
gene_4748	1983308
gene_4749	1983309
gene_4750	1983310
gene_4751	1983311
gene_4752	1983312
gene_4753	1983313
gene_4754	1983314
gene_4755	1983315
gene_4756	1983316
gene_4757	1983317
gene_4758	1983318
gene_4759	1983319
gene_4760	1983320
gene_4761	1983321
gene_4762	1983322
gene_4763	1983323
gene_4764	1983324
gene_4765	1983325
gene_4766	1983326
gene_4767	1983327
gene_4768	1983328
gene_4769	1983329
gene_4770	1983330
gene_4771	1983331
gene_4772	1983332
gene_4773	1983333
gene_4774	1983334
gene_4775	1983335
gene_4776	1983336
gene_4777	1983337
gene_4778	1983338
gene_4779	1983339
gene_4780	1983340
gene_4781	1983341
gene_4782	1983342
gene_4783	1983343
gene_4784	1983344
gene_4785	1983345
gene_4786	1983346
gene_4787	1983347
gene_4788	1983348
gene_4789	1983349
gene_4790	1983350
gene_4791	1983351
gene_4792	1983352
gene_4793	1983353
gene_4794	1983354
gene_4795	1983355
gene_4796	1983356
gene_4797	1983357
gene_4798	1983358
gene_4799	1983359
gene_4800	1983360
gene_4801	1983361
gene_4802	1983362
gene_4803	1983363
gene_4804	1983364
gene_4805	1983365
gene_4806	1983366
gene_4807	1983367
gene_4808	1983368
gene_4809	1983369
gene_4810	1983370
gene_4811	1983371
gene_4812	1983372
gene_4813	1983373
gene_4814	1983374
gene_4815	1983375
gene_4816	1983376
gene_4817	1983377
gene_4818	1983378
gene_4819	1983379
gene_4820	1983380
gene_4821	1983381
gene_4822	1983382
gene_4823	1983383
gene_4824	1983384
gene_4825	1983385
gene_4826	1983386
gene_4827	1983387
gene_4828	1983388
gene_4829	1983389
gene_4830	1983390
gene_4831	1983391
gene_4832	1983392
gene_4833	1983393
gene_4834	1983394
gene_4835	1983395
gene_4836	1983396
gene_4837	1983397
gene_4838	1983398
gene_4839	1983399
gene_4840	1983400
gene_4841	1983401
gene_4842	1983402
gene_4843	1983403
gene_4844	1983404
gene_4845	1983405
gene_4846	1983406
gene_4847	1983407
gene_4848	1983408
gene_4849	1983409
gene_4850	1983410
gene_4851	1983411
gene_4852	1983412
gene_4853	1983413
gene_4854	1983414
gene_4855	1983415
gene_4856	1983416
gene_4857	1983417
gene_4858	1983418
gene_4859	1983419
gene_4860	1983420
gene_4861	1983421
gene_4862	1983422
gene_4863	1983423
gene_4864	1983424
gene_4865	1983425
gene_4866	1983426
gene_4867	1983427
gene_4868	1983428
gene_4869	1983429
gene_4870	1983430
gene_4871	1983431
gene_4872	1983432
gene_4873	1983433
gene_4874	1983434
gene_4875	1983435
gene_4876	1983436
gene_4877	1983437
gene_4878	1983438
gene_4879	1983439
gene_4880	1983440
gene_4881	1983441
gene_4882	1983442
gene_4883	1983443
gene_4884	1983444
gene_4885	1983445
gene_4886	1983446
gene_4887	1983447
gene_4888	1983448
gene_4889	1983449
gene_4890	1983450
gene_4891	1983451
gene_4892	1983452
gene_4893	1983453
gene_4894	1983454
gene_4895	1983455
gene_4896	1983456
gene_4897	1983457
gene_4898	1983458
gene_4899	1983459
gene_4900	1983460
gene_4901	1983461
gene_4902	1983462
gene_4903	1983463
gene_4904	1983464
gene_4905	1983465
gene_4906	1983466
gene_4907	1983467
gene_4908	1983468
gene_4909	1983469
gene_4910	1983470
gene_4911	1983471
gene_4912	1983472
gene_4913	1983473
gene_4914	1983474
gene_4915	1983475
gene_4916	1983476
gene_4917	1983477
gene_4918	1983478
gene_4919	1983479
gene_4920	1983480
gene_4921	1983481
gene_4922	1983482
gene_4923	1983483
gene_4924	1983484
gene_4925	1983485
gene_4926	1983486
gene_4927	1983487
gene_4928	1983488
gene_4929	1983489
gene_4930	1983490
gene_4931	1983491
gene_4932	1983492
gene_4933	1983493
gene_4934	1983494
gene_4935	1983495
gene_4936	1983496
gene_4937	1983497
gene_4938	1983498
gene_4939	1983499
gene_4940	1983500
gene_4941	1983501
gene_4942	1983502
gene_4943	1983503
gene_4944	1983504
gene_4945	1983505
gene_4946	1983506
gene_4947	1983507
gene_4948	1983508
gene_4949	1983509
gene_4950	1983510
gene_4951	1983511
gene_4952	1983512
gene_4953	1983513
gene_4954	1983514
gene_4955	1983515
gene_4956	1983516
gene_4957	1983517
gene_4958	1983518
gene_4959	1983519
gene_4960	1983520
gene_4961	1983521
gene_4962	1983522
gene_4963	1983523
gene_4964	1983524
gene_4965	1983525
gene_4966	1983526
gene_4967	1983527
gene_4968	1983528
gene_4969	1983529
gene_4970	1983530
gene_4971	1983531
gene_4972	1983532
gene_4973	1983533
gene_4974	1983534
gene_4975	1983535
gene_4976	1983536
gene_4977	1983537
gene_4978	1983538
gene_4979	1983539
gene_4980	1983540
gene_4981	1983541
gene_4982	1983542
gene_4983	1983543
gene_4984	1983544
gene_4985	1983545
gene_4986	1983546
gene_4987	1983547
gene_4988	1983548
gene_4989	1983549
gene_4990	1983550
gene_4991	1983551
gene_4992	1983552
gene_4993	1983553
gene_4994	1983554
gene_4995	1983555
gene_4996	1983556
gene_4997	1983557
gene_4998	1983558
gene_4999	1983559
gene_5000	1983560
gene_5001	1983561
gene_5002	1983562
gene_5003	1983563
gene_5004	1983564
gene_5005	1983565
gene_5006	1983566
gene_5007	1983567
gene_5008	1983568
gene_5009	1983569
gene_5010	1983570
gene_5011	1983571
gene_5012	1983572
gene_5013	1983573
gene_5014	1983574
gene_5015	1983575
gene_5016	1983576
gene_5017	1983577
gene_5018	1983578
gene_5019	1983579
gene_5020	1983580
gene_5021	1983581
gene_5022	1983582
gene_5023	1983583
gene_5024	1983584
gene_5025	1983585
gene_5026	1983586
gene_5027	1983587
gene_5028	1983588
gene_5029	1983589
gene_5030	1983590
gene_5031	1983591
gene_5032	1983592
gene_5033	1983593
gene_5034	1983594
gene_5035	1983595
gene_5036	1983596
gene_5037	1983597
gene_5038	1983598
gene_5039	1983599
gene_5040	1983600
gene_5041	1983601
gene_5042	1983602
gene_5043	1983603
gene_5044	1983604
gene_5045	1983605
gene_5046	1983606
gene_5047	1983607
gene_5048	1983608
gene_5049	1983609
gene_5050	1983610
gene_5051	1983611
gene_5052	1983612
gene_5053	1983613
gene_5054	1983614
gene_5055	1983615
gene_5056	1983616
gene_5057	1983617
gene_5058	1983618
gene_5059	1983619
gene_5060	1983620
gene_5061	1983621
gene_5062	1983622
gene_5063	1983623
gene_5064	1983624
gene_5065	1983625
gene_5066	1983626
gene_5067	1983627
gene_5068	1983628
gene_5069	1983629
gene_5070	1983630
gene_5071	1983631
gene_5072	1983632
gene_5073	1983633
gene_5074	1983634
gene_5075	1983635
gene_5076	1983636
gene_5077	1983637
gene_5078	1983638
gene_5079	1983639
gene_5080	1983640
gene_5081	1983641
gene_5082	1983642
gene_5083	1983643
gene_5084	1983644
gene_5085	1983645
gene_5086	1983646
gene_5087	1983647
gene_5088	1983648
gene_5089	1983649
gene_5090	1983650
gene_5091	1983651
gene_5092	1983652
gene_5093	1983653
gene_5094	1983654
gene_5095	1983655
gene_5096	1983656
gene_5097	1983657
gene_5098	1983658
gene_5099	1983659
gene_5100	1983660
gene_5101	1983661
gene_5102	1983662
gene_5103	1983663
gene_5104	1983664
gene_5105	1983665
gene_5106	1983666
gene_5107	1983667
gene_5108	1983668
gene_5109	1983669
gene_5110	1983670
gene_5111	1983671
gene_5112	1983672
gene_5113	1983673
gene_5114	1983674
gene_5115	1983675
gene_5116	1983676
gene_5117	1983677
gene_5118	1983678
gene_5119	1983679
gene_5120	1983680
gene_5121	1983681
gene_5122	1983682
gene_5123	1983683
gene_5124	1983684
gene_5125	1983685
gene_5126	1983686
gene_5127	1983687
gene_5128	1983688
gene_5129	1983689
gene_5130	1983690
gene_5131	1983691
gene_5132	1983692
gene_5133	1983693
gene_5134	1983694
gene_5135	1983695
gene_5136	1983696
gene_5137	1983697
gene_5138	1983698
gene_5139	1983699
gene_5140	1983700
gene_5141	1983701
gene_5142	1983702
gene_5143	1983703
gene_5144	1983704
gene_5145	1983705
gene_5146	1983706
gene_5147	1983707
gene_5148	1983708
gene_5149	1983709
gene_5150	1983710
gene_5151	1983711
gene_5152	1983712
gene_5153	1983713
gene_5154	1983714
gene_5155	1983715
gene_5156	1983716
gene_5157	1983717
gene_5158	1983718
gene_5159	1983719
gene_5160	1983720
gene_5161	1983721
gene_5162	1983722
gene_5163	1983723
gene_5164	1983724
gene_5165	1983725
gene_5166	1983726
gene_5167	1983727
gene_5168	1983728
gene_5169	1983729
gene_5170	1983730
gene_5171	1983731
gene_5172	1983732
gene_5173	1983733
gene_5174	1983734
gene_5175	1983735
gene_5176	1983736
gene_5177	1983737
gene_5178	1983738
gene_5179	1983739
gene_5180	1983740
gene_5181	1983741
gene_5182	1983742
gene_5183	1983743
gene_5184	1983744
gene_5185	1983745
gene_5186	1983746
gene_5187	1983747
gene_5188	1983748
gene_5189	1983749
gene_5190	1983750
gene_5191	1983751
gene_5192	1983752
gene_5193	1983753
gene_5194	1983754
gene_5195	1983755
gene_5196	1983756
gene_5197	1983757
gene_5198	1983758
gene_5199	1983759
gene_5200	1983760
gene_5201	1983761
gene_5202	1983762
gene_5203	1983763
gene_5204	1983764
gene_5205	1983765
gene_5206	1983766
gene_5207	1983767
gene_5208	1983768
gene_5209	1983769
gene_5210	1983770
gene_5211	1983771
gene_5212	1983772
gene_5213	1983773
gene_5214	1983774
gene_5215	1983775
gene_5216	1983776
gene_5217	1983777
gene_5218	1983778
gene_5219	1983779
gene_5220	1983780
gene_5221	1983781
gene_5222	1983782
gene_5223	1983783
gene_5224	1983784
gene_5225	1983785
gene_5226	1983786
gene_5227	1983787
gene_5228	1983788
gene_5229	1983789
gene_5230	1983790
gene_5231	1983791
gene_5232	1983792
gene_5233	1983793
gene_5234	1983794
gene_5235	1983795
gene_5236	1983796
gene_5237	1983797
gene_5238	1983798
gene_5239	1983799
gene_5240	1983800
gene_5241	1983801
gene_5242	1983802
gene_5243	1983803
gene_5244	1983804
gene_5245	1983805
gene_5246	1983806
gene_5247	1983807
gene_5248	1983808
gene_5249	1983809
gene_5250	1983810
gene_5251	1983811
gene_5252	1983812
gene_5253	1983813
gene_5254	1983814
gene_5255	1983815
gene_5256	1983816
gene_5257	1983817
gene_5258	1983818
gene_5259	1983819
gene_5260	1983820
gene_5261	1983821
gene_5262	1983822
gene_5263	1983823
gene_5264	1983824
gene_5265	1983825
gene_5266	1983826
gene_5267	1983827
gene_5268	1983828
gene_5269	1983829
gene_5270	1983830
gene_5271	1983831
gene_5272	1983832
gene_5273	1983833
gene_5274	1983834
gene_5275	1983835
gene_5276	1983836
gene_5277	1983837
gene_5278	1983838
gene_5279	1983839
gene_5280	1983840
gene_5281	1983841
gene_5282	1983842
gene_5283	1983843
gene_5284	1983844
gene_5285	1983845
gene_5286	1983846
gene_5287	1983847
gene_5288	1983848
gene_5289	1983849
gene_5290	1983850
gene_5291	1983851
gene_5292	1983852
gene_5293	1983853
gene_5294	1983854
gene_5295	1983855
gene_5296	1983856
gene_5297	1983857
gene_5298	1983858
gene_5299	1983859
gene_5300	1983860
gene_5301	1983861
gene_5302	1983862
gene_5303	1983863
gene_5304	1983864
gene_5305	1983865
gene_5306	1983866
gene_5307	1983867
gene_5308	1983868
gene_5309	1983869
gene_5310	1983870
gene_5311	1983871
gene_5312	1983872
gene_5313	1983873
gene_5314	1983874
gene_5315	1983875
gene_5316	1983876
gene_5317	1983877
gene_5318	1983878
gene_5319	1983879
gene_5320	1983880
gene_5321	1983881
gene_5322	1983882
gene_5323	1983883
gene_5324	1983884
gene_5325	1983885
gene_5326	1983886
gene_5327	1983887
gene_5328	1983888
gene_5329	1983889
gene_5330	1983890
gene_5331	1983891
gene_5332	1983892
gene_5333	1983893
gene_5334	1983894
gene_5335	1983895
gene_5336	1983896
gene_5337	1983897
gene_5338	1983898
gene_5339	1983899
gene_5340	1983900
gene_5341	1983901
gene_5342	1983902
gene_5343	1983903
gene_5344	1983904
gene_5345	1983905
gene_5346	1983906
gene_5347	1983907
gene_5348	1983908
gene_5349	1983909
gene_5350	1983910
gene_5351	1983911
gene_5352	1983912
gene_5353	1983913
gene_5354	1983914
gene_5355	1983915
gene_5356	1983916
gene_5357	1983917
gene_5358	1983918
gene_5359	1983919
gene_5360	1983920
gene_5361	1983921
gene_5362	1983922
gene_5363	1983923
gene_5364	1983924
gene_5365	1983925
gene_5366	1983926
gene_5367	1983927
gene_5368	1983928
gene_5369	1983929
gene_5370	1983930
gene_5371	1983931
gene_5372	1983932
gene_5373	1983933
gene_5374	1983934
gene_5375	1983935
gene_5376	1983936
gene_5377	1983937
gene_5378	1983938
gene_5379	1983939
gene_5380	1983940
gene_5381	1983941
gene_5382	1983942
gene_5383	1983943
gene_5384	1983944
gene_5385	1983945
gene_5386	1983946
gene_5387	1983947
gene_5388	1983948
gene_5389	1983949
gene_5390	1983950
gene_5391	1983951
gene_5392	1983952
gene_5393	1983953
gene_5394	1983954
gene_5395	1983955
gene_5396	1983956
gene_5397	1983957
gene_5398	1983958
gene_5399	1983959
gene_5400	1983960
gene_5401	1983961
gene_5402	1983962
gene_5403	1983963
gene_5404	1983964
gene_5405	1983965
gene_5406	1983966
gene_5407	1983967
gene_5408	1983968
gene_5409	1983969
gene_5410	1983970
gene_5411	1983971
gene_5412	1983972
gene_5413	1983973
gene_5414	1983974
gene_5415	1983975
gene_5416	1983976
gene_5417	1983977
gene_5418	1983978
gene_5419	1983979
gene_5420	1983980
gene_5421	1983981
gene_5422	1983982
gene_5423	1983983
gene_5424	1983984
gene_5425	1983985
gene_5426	1983986
gene_5427	1983987
gene_5428	1983988
gene_5429	1983989
gene_5430	1983990
gene_5431	1983991
gene_5432	1983992
gene_5433	1983993
gene_5434	1983994
gene_5435	1983995
gene_5436	1983996
gene_5437	1983997
gene_5438	1983998
gene_5439	1983999
gene_5440	1984000
gene_5441	1984001
gene_5442	1984002
gene_5443	1984003
gene_5444	1984004
gene_5445	1984005
gene_5446	1984006
gene_5447	1984007
gene_5448	1984008
gene_5449	1984009
gene_5450	1984010
gene_5451	1984011
gene_5452	1984012
gene_5453	1984013
gene_5454	1984014
gene_5455	1984015
gene_5456	1984016
gene_5457	1984017
gene_5458	1984018
gene_5459	1984019
gene_5460	1984020
gene_5461	1984021
gene_5462	1984022
gene_5463	1984023
gene_5464	1984024
gene_5465	1984025
gene_5466	1984026
gene_5467	1984027
gene_5468	1984028
gene_5469	1984029
gene_5470	1984030
gene_5471	1984031
gene_5472	1984032
gene_5473	1984033
gene_5474	1984034
gene_5475	1984035
gene_5476	1984036
gene_5477	1984037
gene_5478	1984038
gene_5479	1984039
gene_5480	1984040
gene_5481	1984041
gene_5482	1984042
gene_5483	1984043
gene_5484	1984044
gene_5485	1984045
gene_5486	1984046
gene_5487	1984047
gene_5488	1984048
gene_5489	1984049
gene_5490	1984050
gene_5491	1984051
gene_5492	1984052
gene_5493	1984053
gene_5494	1984054
gene_5495	1984055
gene_5496	1984056
gene_5497	1984057
gene_5498	1984058
gene_5499	1984059
gene_5500	1984060
gene_5501	1984061
gene_5502	1984062
gene_5503	1984063
gene_5504	1984064
gene_5505	1984065
gene_5506	1984066
gene_5507	1984067
gene_5508	1984068
gene_5509	1984069
gene_5510	1984070
gene_5511	1984071
gene_5512	1984072
gene_5513	1984073
gene_5514	1984074
gene_5515	1984075
gene_5516	1984076
gene_5517	1984077
gene_5518	1984078
gene_5519	1984079
gene_5520	1984080
gene_5521	1984081
gene_5522	1984082
gene_5523	1984083
gene_5524	1984084
gene_5525	1984085
gene_5526	1984086
gene_5527	1984087
gene_5528	1984088
gene_5529	1984089
gene_5530	1984090
gene_5531	1984091
gene_5532	1984092
gene_5533	1984093
gene_5534	1984094
gene_5535	1984095
gene_5536	1984096
gene_5537	1984097
gene_5538	1984098
gene_5539	1984099
gene_5540	1984100
gene_5541	1984101
gene_5542	1984102
gene_5543	1984103
gene_5544	1984104
gene_5545	1984105
gene_5546	1984106
gene_5547	1984107
gene_5548	1984108
gene_5549	1984109
gene_5550	1984110
gene_5551	1984111
gene_5552	1984112
gene_5553	1984113
gene_5554	1984114
gene_5555	1984115
gene_5556	1984116
gene_5557	1984117
gene_5558	1984118
gene_5559	1984119
gene_5560	1984120
gene_5561	1984121
gene_5562	1984122
gene_5563	1984123
gene_5564	1984124
gene_5565	1984125
gene_5566	1984126
gene_5567	1984127
gene_5568	1984128
gene_5569	1984129
gene_5570	1984130
gene_5571	1984131
gene_5572	1984132
gene_5573	1984133
gene_5574	1984134
gene_5575	1984135
gene_5576	1984136
gene_5577	1984137
gene_5578	1984138
gene_5579	1984139
gene_5580	1984140
gene_5581	1984141
gene_5582	1984142
gene_5583	1984143
gene_5584	1984144
gene_5585	1984145
gene_5586	1984146
gene_5587	1984147
gene_5588	1984148
gene_5589	1984149
gene_5590	1984150
gene_5591	1984151
gene_5592	1984152
gene_5593	1984153
gene_5594	1984154
gene_5595	1984155
gene_5596	1984156
gene_5597	1984157
gene_5598	1984158
gene_5599	1984159
gene_5600	1984160
gene_5601	1984161
gene_5602	1984162
gene_5603	1984163
gene_5604	1984164
gene_5605	1984165
gene_5606	1984166
gene_5607	1984167
gene_5608	1984168
gene_5609	1984169
gene_5610	1984170
gene_5611	1984171
gene_5612	1984172
gene_5613	1984173
gene_5614	1984174
gene_5615	1984175
gene_5616	1984176
gene_5617	1984177
gene_5618	1984178
gene_5619	1984179
gene_5620	1984180
gene_5621	1984181
gene_5622	1984182
gene_5623	1984183
gene_5624	1984184
gene_5625	1984185
gene_5626	1984186
gene_5627	1984187
gene_5628	1984188
gene_5629	1984189
gene_5630	1984190
gene_5631	1984191
gene_5632	1984192
gene_5633	1984193
gene_5634	1984194
gene_5635	1984195
gene_5636	1984196
gene_5637	1984197
gene_5638	1984198
gene_5639	1984199
gene_5640	1984200
gene_5641	1984201
gene_5642	1984202
gene_5643	1984203
gene_5644	1984204
gene_5645	1984205
gene_5646	1984206
gene_5647	1984207
gene_5648	1984208
gene_5649	1984209
gene_5650	1984210
gene_5651	1984211
gene_5652	1984212
gene_5653	1984213
gene_5654	1984214
gene_5655	1984215
gene_5656	1984216
gene_5657	1984217
gene_5658	1984218
gene_5659	1984219
gene_5660	1984220
gene_5661	1984221
gene_5662	1984222
gene_5663	1984223
gene_5664	1984224
gene_5665	1984225
gene_5666	1984226
gene_5667	1984227
gene_5668	1984228
gene_5669	1984229
gene_5670	1984230
gene_5671	1984231
gene_5672	1984232
gene_5673	1984233
gene_5674	1984234
gene_5675	1984235
gene_5676	1984236
gene_5677	1984237
gene_5678	1984238
gene_5679	1984239
gene_5680	1984240
gene_5681	1984241
gene_5682	1984242
gene_5683	1984243
gene_5684	1984244
gene_5685	1984245
gene_5686	1984246
gene_5687	1984247
gene_5688	1984248
gene_5689	1984249
